982,CALL,1,,*bb.addr,9,STATIC_DISPATCH,,1209,<operator>.indirection,<operator>.indirection,1,ANY (ANY),apr_bucket_brigade*
984,CALL,1,,"gep(*bb.addr, 0)",9,STATIC_DISPATCH,,1209,<operator>.pointerShift,<operator>.pointerShift,1,ANY (ANY),apr_bucket_brigade
986,CALL,1,,1,9,STATIC_DISPATCH,,1209,<operator>.getElementPtr,<operator>.getElementPtr,1,ANY (ANY),anon_1*
988,CALL,1,,"gep(1, 0)",9,STATIC_DISPATCH,,1209,<operator>.pointerShift,<operator>.pointerShift,1,ANY (ANY),anon_1
990,CALL,1,,0,9,STATIC_DISPATCH,,1209,<operator>.getElementPtr,<operator>.getElementPtr,1,ANY (ANY),apr_bucket**
991,CALL,2,,*0,9,STATIC_DISPATCH,,1209,<operator>.indirection,<operator>.indirection,2,ANY (ANY),apr_bucket*
992,CALL,5,,tmp = *0,9,STATIC_DISPATCH,,1209,<operator>.assignment,<operator>.assignment,5,ANY (ANY),apr_bucket*
998,CALL,1,,*bb.addr,9,STATIC_DISPATCH,,1209,<operator>.indirection,<operator>.indirection,1,ANY (ANY),apr_bucket_brigade*
1000,CALL,1,,"gep(*bb.addr, 0)",9,STATIC_DISPATCH,,1209,<operator>.pointerShift,<operator>.pointerShift,1,ANY (ANY),apr_bucket_brigade
1002,CALL,1,,1,9,STATIC_DISPATCH,,1209,<operator>.getElementPtr,<operator>.getElementPtr,1,ANY (ANY),anon_1*
1004,CALL,1,,"gep(1, 0)",9,STATIC_DISPATCH,,1209,<operator>.pointerShift,<operator>.pointerShift,1,ANY (ANY),anon_1
1006,CALL,2,,0,9,STATIC_DISPATCH,,1209,<operator>.getElementPtr,<operator>.getElementPtr,2,ANY (ANY),apr_bucket**
1007,CALL,1,,(i8*)0,9,STATIC_DISPATCH,,1209,<operator>.cast,<operator>.cast,1,"ANY (ANY, ANY)",i8*
1009,CALL,2,,"gep((i8*)0, 0)",9,STATIC_DISPATCH,,1209,<operator>.pointerShift,<operator>.pointerShift,2,ANY (ANY),i8*
1010,CALL,2,,"(apr_bucket*)gep((i8*)0, 0)",9,STATIC_DISPATCH,,1209,<operator>.cast,<operator>.cast,2,"ANY (ANY, ANY)",apr_bucket*
1011,CALL,2,,"tmp == (apr_bucket*)gep((i8*)0, 0)",9,STATIC_DISPATCH,,1209,<operator>.equals,<operator>.equals,2,"ANY (ANY, ANY)",i1
1012,CALL,6,,"tmp28 = tmp == (apr_bucket*)gep((i8*)0, 0)",9,STATIC_DISPATCH,,1209,<operator>.assignment,<operator>.assignment,6,ANY (ANY),i1
1016,CALL,1,,"&%struct.module_struct { i32 20140207, i32 1, i32 -1, i8* getelementptr inbounds ([30 x i8], [30 x i8]* @.str, i32 0, i32 0), i8* null, %struct.module_struct* null, i64 1095774773, void (%struct.process_rec*)* null, i8* (%struct.apr_pool_t*, i8*)* null, i8* (%struct.apr_pool_t*, i8*, i8*)* null, i8* (%struct.apr_pool_t*, %struct.server_rec*)* undef, i8* (%struct.apr_pool_t*, i8*, i8*)* null, %struct.command_struct* getelementptr inbounds ([6 x %struct.command_struct], [6 x %struct.command_struct]* bitcast (<{ { i8*, { i8* (%struct.cmd_parms_struct*, i8*, i8*, i8*)* }, i8*, i32, i32, i8* }, { i8*, { i8* (%struct.cmd_parms_struct*, i8*, i8*)* }, i8*, i32, i32, i8* }, { i8*, { i8* (%struct.cmd_parms_struct*, i8*, i8*)* }, i8*, i32, i32, i8* }, { i8*, { i8* (%struct.cmd_parms_struct*, i8*, i8*)* }, i8*, i32, i32, i8* }, { i8*, { i8* (%struct.cmd_parms_struct*, i8*, i8*)* }, i8*, i32, i32, i8* }, %struct.command_struct }>* @deflate_filter_cmds to [6 x %struct.command_struct]*), i32 0, i32 0), void (%struct.apr_pool_t*)* undef }",9,STATIC_DISPATCH,,1213,<operator>.addressOf,<operator>.addressOf,1,ANY,module_struct*
1018,CALL,1,,"gep(&%struct.module_struct { i32 20140207, i32 1, i32 -1, i8* getelementptr inbounds ([30 x i8], [30 x i8]* @.str, i32 0, i32 0), i8* null, %struct.module_struct* null, i64 1095774773, void (%struct.process_rec*)* null, i8* (%struct.apr_pool_t*, i8*)* null, i8* (%struct.apr_pool_t*, i8*, i8*)* null, i8* (%struct.apr_pool_t*, %struct.server_rec*)* undef, i8* (%struct.apr_pool_t*, i8*, i8*)* null, %struct.command_struct* getelementptr inbounds ([6 x %struct.command_struct], [6 x %struct.command_struct]* bitcast (<{ { i8*, { i8* (%struct.cmd_parms_struct*, i8*, i8*, i8*)* }, i8*, i32, i32, i8* }, { i8*, { i8* (%struct.cmd_parms_struct*, i8*, i8*)* }, i8*, i32, i32, i8* }, { i8*, { i8* (%struct.cmd_parms_struct*, i8*, i8*)* }, i8*, i32, i32, i8* }, { i8*, { i8* (%struct.cmd_parms_struct*, i8*, i8*)* }, i8*, i32, i32, i8* }, { i8*, { i8* (%struct.cmd_parms_struct*, i8*, i8*)* }, i8*, i32, i32, i8* }, %struct.command_struct }>* @deflate_filter_cmds to [6 x %struct.command_struct]*), i32 0, i32 0), void (%struct.apr_pool_t*)* undef }, 0)",9,STATIC_DISPATCH,,1213,<operator>.pointerShift,<operator>.pointerShift,1,ANY (ANY),module_struct
1020,CALL,1,,2,9,STATIC_DISPATCH,,1213,<operator>.getElementPtr,<operator>.getElementPtr,1,ANY (ANY),i32*
1021,CALL,2,,*2,9,STATIC_DISPATCH,,1213,<operator>.indirection,<operator>.indirection,2,ANY (ANY),i32
1022,CALL,2,,(i64)*2,9,STATIC_DISPATCH,,1213,<operator>.cast,<operator>.cast,2,"ANY (ANY, ANY)",i64
1023,CALL,7,,tmp29 = (i64)*2,9,STATIC_DISPATCH,,1213,<operator>.assignment,<operator>.assignment,7,ANY (ANY),i64
1027,CALL,1,,*r.addr,7,STATIC_DISPATCH,,1213,<operator>.indirection,<operator>.indirection,1,ANY (ANY),request_rec*
1029,CALL,1,,"gep(*r.addr, 0)",7,STATIC_DISPATCH,,1213,<operator>.pointerShift,<operator>.pointerShift,1,ANY (ANY),request_rec
1031,CALL,1,,2,7,STATIC_DISPATCH,,1213,<operator>.getElementPtr,<operator>.getElementPtr,1,ANY (ANY),server_rec**
1032,CALL,1,,*2,7,STATIC_DISPATCH,,1213,<operator>.indirection,<operator>.indirection,1,ANY (ANY),server_rec*
1034,CALL,1,,"gep(*2, 0)",7,STATIC_DISPATCH,,1213,<operator>.pointerShift,<operator>.pointerShift,1,ANY (ANY),server_rec
1036,CALL,1,,7,7,STATIC_DISPATCH,,1213,<operator>.getElementPtr,<operator>.getElementPtr,1,ANY (ANY),ap_conf_vector_t**
1037,CALL,2,,*7,7,STATIC_DISPATCH,,1213,<operator>.indirection,<operator>.indirection,2,ANY (ANY),ap_conf_vector_t*
1038,CALL,1,,(i8**)*7,7,STATIC_DISPATCH,,1213,<operator>.cast,<operator>.cast,1,"ANY (ANY, ANY)",i8**
1040,CALL,1,,"gep((i8**)*7, tmp29)",7,STATIC_DISPATCH,,1213,<operator>.pointerShift,<operator>.pointerShift,1,ANY (ANY),i8**
1041,CALL,2,,"*gep((i8**)*7, tmp29)",7,STATIC_DISPATCH,,1213,<operator>.indirection,<operator>.indirection,2,ANY (ANY),i8*
1042,CALL,2,,"(deflate_filter_config_t*)*gep((i8**)*7, tmp29)",7,STATIC_DISPATCH,,1213,<operator>.cast,<operator>.cast,2,"ANY (ANY, ANY)",deflate_filter_config_t*
1044,CALL,1,,*c.addr,7,STATIC_DISPATCH,,1213,<operator>.indirection,<operator>.indirection,1,ANY (ANY),deflate_filter_config_t*
1045,CALL,8,,"*c.addr = (deflate_filter_config_t*)*gep((i8**)*7, tmp29)",7,STATIC_DISPATCH,,1213,<operator>.assignment,<operator>.assignment,8,ANY (ANY),deflate_filter_config_t*
1048,CALL,1,,*ctx.addr,10,STATIC_DISPATCH,,1215,<operator>.indirection,<operator>.indirection,1,ANY (ANY),deflate_ctx_t*
1050,CALL,2,,*ctx.addr != nullptr,10,STATIC_DISPATCH,,1215,<operator>.notEquals,<operator>.notEquals,2,"ANY (ANY, ANY)",i1
1051,CALL,9,,tmp30 = *ctx.addr != nullptr,10,STATIC_DISPATCH,,1215,<operator>.assignment,<operator>.assignment,9,ANY (ANY),i1
1053,CALL,2,,ap_is_initial_req(*r.addr),14,STATIC_DISPATCH,,1223,ap_is_initial_req,ap_is_initial_req,2,i32 (request_rec*),i32
1055,CALL,1,,*r.addr,14,STATIC_DISPATCH,,1223,<operator>.indirection,<operator>.indirection,1,ANY (ANY),request_rec*
1056,CALL,10,,tmp31 = ap_is_initial_req(*r.addr),14,STATIC_DISPATCH,,1223,<operator>.assignment,<operator>.assignment,10,ANY (ANY),i32
1060,CALL,2,,tmp31 != 0,14,STATIC_DISPATCH,,1223,<operator>.notEquals,<operator>.notEquals,2,"ANY (ANY, ANY)",i1
1061,CALL,11,,tmp32 = tmp31 != 0,14,STATIC_DISPATCH,,1223,<operator>.assignment,<operator>.assignment,11,ANY (ANY),i1
1064,CALL,1,,*r.addr,49,STATIC_DISPATCH,,1223,<operator>.indirection,<operator>.indirection,1,ANY (ANY),request_rec*
1066,CALL,1,,"gep(*r.addr, 0)",49,STATIC_DISPATCH,,1223,<operator>.pointerShift,<operator>.pointerShift,1,ANY (ANY),request_rec
1068,CALL,1,,15,49,STATIC_DISPATCH,,1223,<operator>.getElementPtr,<operator>.getElementPtr,1,ANY (ANY),i32*
1069,CALL,1,,*15,49,STATIC_DISPATCH,,1223,<operator>.indirection,<operator>.indirection,1,ANY (ANY),i32
1071,CALL,2,,*15 == 204,49,STATIC_DISPATCH,,1223,<operator>.equals,<operator>.equals,2,"ANY (ANY, ANY)",i1
1072,CALL,12,,tmp33 = *15 == 204,49,STATIC_DISPATCH,,1223,<operator>.assignment,<operator>.assignment,12,ANY (ANY),i1
1074,CALL,2,,"apr_table_get(*35, Content-Range)",14,STATIC_DISPATCH,,1224,apr_table_get,apr_table_get,2,"i8* (apr_table_t*, i8*)",i8*
1076,CALL,1,,*r.addr,14,STATIC_DISPATCH,,1224,<operator>.indirection,<operator>.indirection,1,ANY (ANY),request_rec*
1078,CALL,1,,"gep(*r.addr, 0)",14,STATIC_DISPATCH,,1224,<operator>.pointerShift,<operator>.pointerShift,1,ANY (ANY),request_rec
1080,CALL,1,,35,14,STATIC_DISPATCH,,1224,<operator>.getElementPtr,<operator>.getElementPtr,1,ANY (ANY),apr_table_t**
1081,CALL,1,,*35,14,STATIC_DISPATCH,,1224,<operator>.indirection,<operator>.indirection,1,ANY (ANY),apr_table_t*
1083,CALL,13,,"tmp34 = apr_table_get(*35, Content-Range)",14,STATIC_DISPATCH,,1224,<operator>.assignment,<operator>.assignment,13,ANY (ANY),i8*
1087,CALL,2,,tmp34 != nullptr,61,STATIC_DISPATCH,,1224,<operator>.notEquals,<operator>.notEquals,2,"ANY (ANY, ANY)",i1
1088,CALL,14,,tmp35 = tmp34 != nullptr,61,STATIC_DISPATCH,,1224,<operator>.assignment,<operator>.assignment,14,ANY (ANY),i1
1090,CALL,2,,"check_gzip(*r.addr, *35, *36)",14,STATIC_DISPATCH,,1225,check_gzip,check_gzip,2,"i32 (request_rec*, apr_table_t*, apr_table_t*)",i32
1092,CALL,1,,*r.addr,14,STATIC_DISPATCH,,1225,<operator>.indirection,<operator>.indirection,1,ANY (ANY),request_rec*
1094,CALL,1,,*r.addr,14,STATIC_DISPATCH,,1225,<operator>.indirection,<operator>.indirection,1,ANY (ANY),request_rec*
1096,CALL,1,,"gep(*r.addr, 0)",14,STATIC_DISPATCH,,1225,<operator>.pointerShift,<operator>.pointerShift,1,ANY (ANY),request_rec
1098,CALL,1,,35,14,STATIC_DISPATCH,,1225,<operator>.getElementPtr,<operator>.getElementPtr,1,ANY (ANY),apr_table_t**
1099,CALL,2,,*35,14,STATIC_DISPATCH,,1225,<operator>.indirection,<operator>.indirection,2,ANY (ANY),apr_table_t*
1101,CALL,1,,*r.addr,14,STATIC_DISPATCH,,1225,<operator>.indirection,<operator>.indirection,1,ANY (ANY),request_rec*
1103,CALL,1,,"gep(*r.addr, 0)",14,STATIC_DISPATCH,,1225,<operator>.pointerShift,<operator>.pointerShift,1,ANY (ANY),request_rec
1105,CALL,1,,36,14,STATIC_DISPATCH,,1225,<operator>.getElementPtr,<operator>.getElementPtr,1,ANY (ANY),apr_table_t**
1106,CALL,3,,*36,14,STATIC_DISPATCH,,1225,<operator>.indirection,<operator>.indirection,3,ANY (ANY),apr_table_t*
1107,CALL,15,,"tmp36 = check_gzip(*r.addr, *35, *36)",14,STATIC_DISPATCH,,1225,<operator>.assignment,<operator>.assignment,15,ANY (ANY),i32
1111,CALL,2,,tmp36 == 0,64,STATIC_DISPATCH,,1225,<operator>.equals,<operator>.equals,2,"ANY (ANY, ANY)",i1
1112,CALL,16,,tmp37 = tmp36 == 0,64,STATIC_DISPATCH,,1225,<operator>.assignment,<operator>.assignment,16,ANY (ANY),i1
1113,CALL,17,,"deflate_check_etag(*r.addr, gunzip)",9,STATIC_DISPATCH,,1238,deflate_check_etag,deflate_check_etag,17,"void (request_rec*, i8*)",void
1115,CALL,1,,*r.addr,9,STATIC_DISPATCH,,1238,<operator>.indirection,<operator>.indirection,1,ANY (ANY),request_rec*
1119,CALL,1,,*r.addr,23,STATIC_DISPATCH,,1241,<operator>.indirection,<operator>.indirection,1,ANY (ANY),request_rec*
1121,CALL,1,,"gep(*r.addr, 0)",23,STATIC_DISPATCH,,1241,<operator>.pointerShift,<operator>.pointerShift,1,ANY (ANY),request_rec
1123,CALL,1,,15,23,STATIC_DISPATCH,,1241,<operator>.getElementPtr,<operator>.getElementPtr,1,ANY (ANY),i32*
1124,CALL,1,,*15,23,STATIC_DISPATCH,,1241,<operator>.indirection,<operator>.indirection,1,ANY (ANY),i32
1126,CALL,2,,*15 == 304,23,STATIC_DISPATCH,,1241,<operator>.equals,<operator>.equals,2,"ANY (ANY, ANY)",i1
1127,CALL,18,,tmp38 = *15 == 304,23,STATIC_DISPATCH,,1241,<operator>.assignment,<operator>.assignment,18,ANY (ANY),i1
1129,CALL,2,,"apr_palloc(*0, 176)",24,STATIC_DISPATCH,,1246,apr_palloc,apr_palloc,2,"i8* (apr_pool_t*, i64)",i8*
1131,CALL,1,,*f.addr,24,STATIC_DISPATCH,,1246,<operator>.indirection,<operator>.indirection,1,ANY (ANY),ap_filter_t*
1133,CALL,1,,"gep(*f.addr, 0)",24,STATIC_DISPATCH,,1246,<operator>.pointerShift,<operator>.pointerShift,1,ANY (ANY),ap_filter_t
1135,CALL,1,,3,24,STATIC_DISPATCH,,1246,<operator>.getElementPtr,<operator>.getElementPtr,1,ANY (ANY),request_rec**
1136,CALL,1,,*3,24,STATIC_DISPATCH,,1246,<operator>.indirection,<operator>.indirection,1,ANY (ANY),request_rec*
1138,CALL,1,,"gep(*3, 0)",24,STATIC_DISPATCH,,1246,<operator>.pointerShift,<operator>.pointerShift,1,ANY (ANY),request_rec
1140,CALL,1,,0,24,STATIC_DISPATCH,,1246,<operator>.getElementPtr,<operator>.getElementPtr,1,ANY (ANY),apr_pool_t**
1141,CALL,1,,*0,24,STATIC_DISPATCH,,1246,<operator>.indirection,<operator>.indirection,1,ANY (ANY),apr_pool_t*
1143,CALL,19,,"tmp39 = apr_palloc(*0, 176)",24,STATIC_DISPATCH,,1246,<operator>.assignment,<operator>.assignment,19,ANY (ANY),i8*
1145,CALL,2,,"memset(tmp39, 0, 176)",24,STATIC_DISPATCH,,1246,memset,memset,2,"i8* (i8*, i32, i64)",i8*
1149,CALL,20,,"tmp40 = memset(tmp39, 0, 176)",24,STATIC_DISPATCH,,1246,<operator>.assignment,<operator>.assignment,20,ANY (ANY),i8*
1152,CALL,2,,(deflate_ctx_t*)tmp40,22,STATIC_DISPATCH,,1246,<operator>.cast,<operator>.cast,2,"ANY (ANY, ANY)",deflate_ctx_t*
1154,CALL,1,,*ctx.addr,22,STATIC_DISPATCH,,1246,<operator>.indirection,<operator>.indirection,1,ANY (ANY),deflate_ctx_t*
1155,CALL,21,,*ctx.addr = (deflate_ctx_t*)tmp40,22,STATIC_DISPATCH,,1246,<operator>.assignment,<operator>.assignment,21,ANY (ANY),deflate_ctx_t*
1159,CALL,2,,(deflate_ctx_t*)tmp40,16,STATIC_DISPATCH,,1246,<operator>.cast,<operator>.cast,2,"ANY (ANY, ANY)",deflate_ctx_t*
1160,CALL,2,,(i8*)(deflate_ctx_t*)tmp40,16,STATIC_DISPATCH,,1246,<operator>.cast,<operator>.cast,2,"ANY (ANY, ANY)",i8*
1162,CALL,1,,*f.addr,16,STATIC_DISPATCH,,1246,<operator>.indirection,<operator>.indirection,1,ANY (ANY),ap_filter_t*
1164,CALL,1,,"gep(*f.addr, 0)",16,STATIC_DISPATCH,,1246,<operator>.pointerShift,<operator>.pointerShift,1,ANY (ANY),ap_filter_t
1166,CALL,1,,1,16,STATIC_DISPATCH,,1246,<operator>.getElementPtr,<operator>.getElementPtr,1,ANY (ANY),i8**
1167,CALL,1,,*1,16,STATIC_DISPATCH,,1246,<operator>.indirection,<operator>.indirection,1,ANY (ANY),i8*
1168,CALL,22,,*1 = (i8*)(deflate_ctx_t*)tmp40,16,STATIC_DISPATCH,,1246,<operator>.assignment,<operator>.assignment,22,ANY (ANY),i8*
1170,CALL,2,,"apr_brigade_create(*0, *16)",19,STATIC_DISPATCH,,1247,apr_brigade_create,apr_brigade_create,2,"apr_bucket_brigade* (apr_pool_t*, apr_bucket_alloc_t*)",apr_bucket_brigade*
1172,CALL,1,,*r.addr,19,STATIC_DISPATCH,,1247,<operator>.indirection,<operator>.indirection,1,ANY (ANY),request_rec*
1174,CALL,1,,"gep(*r.addr, 0)",19,STATIC_DISPATCH,,1247,<operator>.pointerShift,<operator>.pointerShift,1,ANY (ANY),request_rec
1176,CALL,1,,0,19,STATIC_DISPATCH,,1247,<operator>.getElementPtr,<operator>.getElementPtr,1,ANY (ANY),apr_pool_t**
1177,CALL,1,,*0,19,STATIC_DISPATCH,,1247,<operator>.indirection,<operator>.indirection,1,ANY (ANY),apr_pool_t*
1179,CALL,1,,*f.addr,19,STATIC_DISPATCH,,1247,<operator>.indirection,<operator>.indirection,1,ANY (ANY),ap_filter_t*
1181,CALL,1,,"gep(*f.addr, 0)",19,STATIC_DISPATCH,,1247,<operator>.pointerShift,<operator>.pointerShift,1,ANY (ANY),ap_filter_t
1183,CALL,1,,4,19,STATIC_DISPATCH,,1247,<operator>.getElementPtr,<operator>.getElementPtr,1,ANY (ANY),conn_rec**
1184,CALL,1,,*4,19,STATIC_DISPATCH,,1247,<operator>.indirection,<operator>.indirection,1,ANY (ANY),conn_rec*
1186,CALL,1,,"gep(*4, 0)",19,STATIC_DISPATCH,,1247,<operator>.pointerShift,<operator>.pointerShift,1,ANY (ANY),conn_rec
1188,CALL,1,,16,19,STATIC_DISPATCH,,1247,<operator>.getElementPtr,<operator>.getElementPtr,1,ANY (ANY),apr_bucket_alloc_t**
1189,CALL,2,,*16,19,STATIC_DISPATCH,,1247,<operator>.indirection,<operator>.indirection,2,ANY (ANY),apr_bucket_alloc_t*
1190,CALL,23,,"tmp41 = apr_brigade_create(*0, *16)",19,STATIC_DISPATCH,,1247,<operator>.assignment,<operator>.assignment,23,ANY (ANY),apr_bucket_brigade*
1193,CALL,1,,*ctx.addr,17,STATIC_DISPATCH,,1247,<operator>.indirection,<operator>.indirection,1,ANY (ANY),deflate_ctx_t*
1195,CALL,1,,"gep(*ctx.addr, 0)",17,STATIC_DISPATCH,,1247,<operator>.pointerShift,<operator>.pointerShift,1,ANY (ANY),deflate_ctx_t
1197,CALL,1,,3,17,STATIC_DISPATCH,,1247,<operator>.getElementPtr,<operator>.getElementPtr,1,ANY (ANY),apr_bucket_brigade**
1198,CALL,1,,*3,17,STATIC_DISPATCH,,1247,<operator>.indirection,<operator>.indirection,1,ANY (ANY),apr_bucket_brigade*
1199,CALL,24,,*3 = tmp41,17,STATIC_DISPATCH,,1247,<operator>.assignment,<operator>.assignment,24,ANY (ANY),apr_bucket_brigade*
1201,CALL,2,,"apr_palloc(*0, *3)",23,STATIC_DISPATCH,,1248,apr_palloc,apr_palloc,2,"i8* (apr_pool_t*, i64)",i8*
1203,CALL,1,,*r.addr,23,STATIC_DISPATCH,,1248,<operator>.indirection,<operator>.indirection,1,ANY (ANY),request_rec*
1205,CALL,1,,"gep(*r.addr, 0)",23,STATIC_DISPATCH,,1248,<operator>.pointerShift,<operator>.pointerShift,1,ANY (ANY),request_rec
1207,CALL,1,,0,23,STATIC_DISPATCH,,1248,<operator>.getElementPtr,<operator>.getElementPtr,1,ANY (ANY),apr_pool_t**
1208,CALL,1,,*0,23,STATIC_DISPATCH,,1248,<operator>.indirection,<operator>.indirection,1,ANY (ANY),apr_pool_t*
1210,CALL,1,,*c.addr,23,STATIC_DISPATCH,,1248,<operator>.indirection,<operator>.indirection,1,ANY (ANY),deflate_filter_config_t*
1212,CALL,1,,"gep(*c.addr, 0)",23,STATIC_DISPATCH,,1248,<operator>.pointerShift,<operator>.pointerShift,1,ANY (ANY),deflate_filter_config_t
1214,CALL,1,,3,23,STATIC_DISPATCH,,1248,<operator>.getElementPtr,<operator>.getElementPtr,1,ANY (ANY),i64*
1215,CALL,2,,*3,23,STATIC_DISPATCH,,1248,<operator>.indirection,<operator>.indirection,2,ANY (ANY),i64
1216,CALL,25,,"tmp42 = apr_palloc(*0, *3)",23,STATIC_DISPATCH,,1248,<operator>.assignment,<operator>.assignment,25,ANY (ANY),i8*
1219,CALL,1,,*ctx.addr,21,STATIC_DISPATCH,,1248,<operator>.indirection,<operator>.indirection,1,ANY (ANY),deflate_ctx_t*
1221,CALL,1,,"gep(*ctx.addr, 0)",21,STATIC_DISPATCH,,1248,<operator>.pointerShift,<operator>.pointerShift,1,ANY (ANY),deflate_ctx_t
1223,CALL,1,,1,21,STATIC_DISPATCH,,1248,<operator>.getElementPtr,<operator>.getElementPtr,1,ANY (ANY),i8**
1224,CALL,1,,*1,21,STATIC_DISPATCH,,1248,<operator>.indirection,<operator>.indirection,1,ANY (ANY),i8*
1225,CALL,26,,*1 = tmp42,21,STATIC_DISPATCH,,1248,<operator>.assignment,<operator>.assignment,26,ANY (ANY),i8*
1228,CALL,1,,*ctx.addr,28,STATIC_DISPATCH,,1249,<operator>.indirection,<operator>.indirection,1,ANY (ANY),deflate_ctx_t*
1230,CALL,1,,"gep(*ctx.addr, 0)",28,STATIC_DISPATCH,,1249,<operator>.pointerShift,<operator>.pointerShift,1,ANY (ANY),deflate_ctx_t
1232,CALL,1,,5,28,STATIC_DISPATCH,,1249,<operator>.getElementPtr,<operator>.getElementPtr,1,ANY (ANY),i32 (z_stream_s*)**
1233,CALL,1,,*5,28,STATIC_DISPATCH,,1249,<operator>.indirection,<operator>.indirection,1,ANY (ANY),i32 (z_stream_s*)*
1234,CALL,27,,*5 = inflateEnd,28,STATIC_DISPATCH,,1249,<operator>.assignment,<operator>.assignment,27,ANY (ANY),i32 (z_stream_s*)*
1237,CALL,1,,*ctx.addr,32,STATIC_DISPATCH,,1250,<operator>.indirection,<operator>.indirection,1,ANY (ANY),deflate_ctx_t*
1239,CALL,1,,"gep(*ctx.addr, 0)",32,STATIC_DISPATCH,,1250,<operator>.pointerShift,<operator>.pointerShift,1,ANY (ANY),deflate_ctx_t
1241,CALL,1,,6,32,STATIC_DISPATCH,,1250,<operator>.getElementPtr,<operator>.getElementPtr,1,ANY (ANY),i8**
1242,CALL,1,,*6,32,STATIC_DISPATCH,,1250,<operator>.indirection,<operator>.indirection,1,ANY (ANY),i8*
1243,CALL,28,,*6 = nullptr,32,STATIC_DISPATCH,,1250,<operator>.assignment,<operator>.assignment,28,ANY (ANY),i8*
1246,CALL,1,,*ctx.addr,39,STATIC_DISPATCH,,1251,<operator>.indirection,<operator>.indirection,1,ANY (ANY),deflate_ctx_t*
1248,CALL,1,,"gep(*ctx.addr, 0)",39,STATIC_DISPATCH,,1251,<operator>.pointerShift,<operator>.pointerShift,1,ANY (ANY),deflate_ctx_t
1250,CALL,1,,7,39,STATIC_DISPATCH,,1251,<operator>.getElementPtr,<operator>.getElementPtr,1,ANY (ANY),i64*
1251,CALL,1,,*7,39,STATIC_DISPATCH,,1251,<operator>.indirection,<operator>.indirection,1,ANY (ANY),i64
1252,CALL,29,,*7 = 0,39,STATIC_DISPATCH,,1251,<operator>.assignment,<operator>.assignment,29,ANY (ANY),i64
1254,CALL,2,,"inflateInit2_(0, *0, 1.2.11, 112)",15,STATIC_DISPATCH,,1253,inflateInit2_,inflateInit2_,2,"i32 (z_stream_s*, i32, i8*, i32)",i32
1256,CALL,1,,*ctx.addr,15,STATIC_DISPATCH,,1253,<operator>.indirection,<operator>.indirection,1,ANY (ANY),deflate_ctx_t*
1258,CALL,1,,"gep(*ctx.addr, 0)",15,STATIC_DISPATCH,,1253,<operator>.pointerShift,<operator>.pointerShift,1,ANY (ANY),deflate_ctx_t
1260,CALL,1,,0,15,STATIC_DISPATCH,,1253,<operator>.getElementPtr,<operator>.getElementPtr,1,ANY (ANY),z_stream_s*
1262,CALL,1,,*c.addr,15,STATIC_DISPATCH,,1253,<operator>.indirection,<operator>.indirection,1,ANY (ANY),deflate_filter_config_t*
