3745,LOCAL,,newtag.addr,,,,newtag.addr,5,i8**
3746,LOCAL,,d.addr,,,,d.addr,6,i8**
3747,LOCAL,,e.addr,,,,e.addr,7,i8**
3748,LOCAL,,s.addr,,,,s.addr,8,i8**
3749,LOCAL,,tmp,,,,tmp,9,i8*
3750,LOCAL,,tmp10,,,,tmp10,10,i1
3751,LOCAL,,tmp11,,,,tmp11,11,i64
3752,LOCAL,,tmp12,,,,tmp12,12,i1
3753,LOCAL,,tmp13,,,,tmp13,13,i64
3754,LOCAL,,tmp14,,,,tmp14,14,i32
3755,LOCAL,,tmp15,,,,tmp15,15,i1
3756,LOCAL,,tmp16,,,,tmp16,16,i64
3757,LOCAL,,tmp17,,,,tmp17,17,i64
3758,LOCAL,,tmp18,,,,tmp18,18,i64
3759,LOCAL,,tmp19,,,,tmp19,19,i8*
3760,LOCAL,,tmp20,,,,tmp20,20,i1
3761,LOCAL,,tmp21,,,,tmp21,21,i8*
3762,LOCAL,,tmp22,,,,tmp22,22,i1
3763,LOCAL,,tmp23,,,,tmp23,23,i8*
3995,LOCAL,,.reg2mem,,,,.reg2mem,0,i1*
3996,LOCAL,,ctx.addr,,,,ctx.addr,1,deflate_ctx_t**
3997,LOCAL,,c.addr,,,,c.addr,2,deflate_filter_config_t**
3998,LOCAL,,bucket_alloc.addr,,,,bucket_alloc.addr,3,apr_bucket_alloc_t**
3999,LOCAL,,libz_func.addr,,,,libz_func.addr,4,"i32 (z_stream_s*, i32)**"
4000,LOCAL,,flush.addr,,,,flush.addr,5,i32*
4001,LOCAL,,crc.addr,,,,crc.addr,6,i32*
4002,LOCAL,,zRC.addr,,,,zRC.addr,7,i32*
4003,LOCAL,,done.addr,,,,done.addr,8,i32*
4004,LOCAL,,deflate_len.addr,,,,deflate_len.addr,9,i32*
4005,LOCAL,,b.addr,,,,b.addr,10,apr_bucket**
4006,LOCAL,,ap__b.addr,,,,ap__b.addr,11,apr_bucket**
4007,LOCAL,,tmp,,,,tmp,12,i64
4008,LOCAL,,tmp16,,,,tmp16,13,i64
4009,LOCAL,,tmp17,,,,tmp17,14,i32
4010,LOCAL,,tmp18,,,,tmp18,15,i1
4011,LOCAL,,tmp19,,,,tmp19,16,i1
4012,LOCAL,,tmp20,,,,tmp20,17,i64
4013,LOCAL,,tmp21,,,,tmp21,18,i64
4014,LOCAL,,tmp22,,,,tmp22,19,apr_bucket*
4015,LOCAL,,tmp23,,,,tmp23,20,apr_bucket*
4016,LOCAL,,tmp24,,,,tmp24,21,apr_bucket*
4017,LOCAL,,tmp25,,,,tmp25,22,i32
4018,LOCAL,,tmp26,,,,tmp26,23,i1
4019,LOCAL,,tmp27,,,,tmp27,24,i32
4020,LOCAL,,tmp28,,,,tmp28,25,i1
4021,LOCAL,,tmp29,,,,tmp29,26,i1
4022,LOCAL,,tmp30,,,,tmp30,27,i1
4023,LOCAL,,tmp31,,,,tmp31,28,i32
4024,LOCAL,,tmp32,,,,tmp32,29,i1
4025,LOCAL,,tmp33,,,,tmp33,30,i1
